NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: Santa Barbara 
State: CA 
Stationid: 9411340
Prediction Type: Harmonic
From: 20200623 00:00 - 20200722 23:00
Units: Metric
Time Zone: LST_LDT
Datum: MLLW
Interval Type: Hourly

Date 		Day	Time	Pred	
2020/07/21	Tue	07:00	-0.04	
2020/07/21	Tue	08:00	0.29	
2020/07/21	Tue	09:00	0.66	
2020/07/21	Tue	10:00	0.96	
2020/07/21	Tue	11:00	1.15	
2020/07/21	Tue	12:00	1.20	
2020/07/21	Tue	13:00	1.12	
2020/07/21	Tue	14:00	0.97	
2020/07/21	Tue	15:00	0.82	
2020/07/21	Tue	16:00	0.72	
2020/07/21	Tue	17:00	0.74	
2020/07/21	Tue	18:00	0.89	
2020/07/21	Tue	19:00	1.15	
2020/07/21	Tue	20:00	1.47	
2020/07/21	Tue	21:00	1.76	
2020/07/21	Tue	22:00	1.95	
2020/07/21	Tue	23:00	1.96	
2020/07/22	Wed	00:00	1.79	
2020/07/22	Wed	01:00	1.43	
2020/07/22	Wed	02:00	0.97	
2020/07/22	Wed	03:00	0.49	
2020/07/22	Wed	04:00	0.07	
2020/07/22	Wed	05:00	-0.20	
2020/07/22	Wed	06:00	-0.28	
2020/07/22	Wed	07:00	-0.17	
2020/07/22	Wed	08:00	0.09	
2020/07/22	Wed	09:00	0.45	
2020/07/22	Wed	10:00	0.81	
2020/07/22	Wed	11:00	1.08	
2020/07/22	Wed	12:00	1.23	
2020/07/22	Wed	13:00	1.23	
2020/07/22	Wed	14:00	1.11	
2020/07/22	Wed	15:00	0.94	
2020/07/22	Wed	16:00	0.78	
2020/07/22	Wed	17:00	0.70	
2020/07/22	Wed	18:00	0.74	
2020/07/22	Wed	19:00	0.91	
2020/07/22	Wed	20:00	1.18	
2020/07/22	Wed	21:00	1.48	
2020/07/22	Wed	22:00	1.75	
2020/07/22	Wed	23:00	1.89	
