NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: Santa Barbara 
State: CA 
Stationid: 9411340
Prediction Type: Harmonic
From: 20200723 00:00 - 20200822 23:00
Units: Metric
Time Zone: LST_LDT
Datum: MLLW
Interval Type: Hourly

Date 		Day	Time	Pred	
2020/08/20	Thu	07:00	0.07	
2020/08/20	Thu	08:00	0.43	
2020/08/20	Thu	09:00	0.84	
2020/08/20	Thu	10:00	1.19	
2020/08/20	Thu	11:00	1.40	
2020/08/20	Thu	12:00	1.44	
2020/08/20	Thu	13:00	1.31	
2020/08/20	Thu	14:00	1.06	
2020/08/20	Thu	15:00	0.78	
2020/08/20	Thu	16:00	0.55	
2020/08/20	Thu	17:00	0.45	
2020/08/20	Thu	18:00	0.52	
2020/08/20	Thu	19:00	0.74	
2020/08/20	Thu	20:00	1.07	
2020/08/20	Thu	21:00	1.43	
2020/08/20	Thu	22:00	1.72	
2020/08/20	Thu	23:00	1.86	
2020/08/21	Fri	00:00	1.80	
2020/08/21	Fri	01:00	1.55	
2020/08/21	Fri	02:00	1.16	
2020/08/21	Fri	03:00	0.70	
2020/08/21	Fri	04:00	0.29	
2020/08/21	Fri	05:00	0.01	
2020/08/21	Fri	06:00	-0.09	
2020/08/21	Fri	07:00	0.02	
2020/08/21	Fri	08:00	0.29	
2020/08/21	Fri	09:00	0.68	
2020/08/21	Fri	10:00	1.06	
2020/08/21	Fri	11:00	1.36	
2020/08/21	Fri	12:00	1.51	
2020/08/21	Fri	13:00	1.48	
2020/08/21	Fri	14:00	1.29	
2020/08/21	Fri	15:00	1.01	
2020/08/21	Fri	16:00	0.72	
2020/08/21	Fri	17:00	0.50	
2020/08/21	Fri	18:00	0.41	
2020/08/21	Fri	19:00	0.48	
2020/08/21	Fri	20:00	0.70	
2020/08/21	Fri	21:00	1.01	
2020/08/21	Fri	22:00	1.34	
2020/08/21	Fri	23:00	1.58	
2020/08/22	Sat	00:00	1.68	
2020/08/22	Sat	01:00	1.60	
2020/08/22	Sat	02:00	1.36	
2020/08/22	Sat	03:00	1.00	
2020/08/22	Sat	04:00	0.62	
2020/08/22	Sat	05:00	0.30	
2020/08/22	Sat	06:00	0.10	
2020/08/22	Sat	07:00	0.09	
2020/08/22	Sat	08:00	0.25	
2020/08/22	Sat	09:00	0.55	
2020/08/22	Sat	10:00	0.91	
2020/08/22	Sat	11:00	1.25	
2020/08/22	Sat	12:00	1.49	
2020/08/22	Sat	13:00	1.58	
2020/08/22	Sat	14:00	1.50	
2020/08/22	Sat	15:00	1.28	
2020/08/22	Sat	16:00	0.99	
2020/08/22	Sat	17:00	0.70	
2020/08/22	Sat	18:00	0.48	
2020/08/22	Sat	19:00	0.39	
2020/08/22	Sat	20:00	0.45	
2020/08/22	Sat	21:00	0.64	
2020/08/22	Sat	22:00	0.90	
2020/08/22	Sat	23:00	1.18	
